Time,Point,ts_id
4/25/21 7:00,614.3058333,1
4/25/21 8:00,605.6641667,1
4/25/21 9:00,606.1633333,1
4/25/21 10:00,590.4727778,1
4/25/21 11:00,624.3430556,1
4/25/21 12:00,618.795,1
4/25/21 13:00,608.1258333,1
4/25/21 14:00,604.4813889,1
4/25/21 15:00,604.7430556,1
4/25/21 16:00,565.9655556,1
4/25/21 17:00,594.3219444,1
4/25/21 18:00,713.5158333,1
4/25/21 19:00,636.9591667,1
4/25/21 20:00,593.1994444,1
4/25/21 21:00,878.6666667,1
4/25/21 22:00,696.3538889,1
4/25/21 23:00,668.7744444,1
4/26/21 0:00,703.8280556,1
4/26/21 1:00,664.9633333,1
4/26/21 2:00,653.4058333,1
4/26/21 3:00,648.7930556,1
4/26/21 4:00,663.1494444,1
4/26/21 5:00,723.7944444,1
4/26/21 6:00,683.2783333,1
4/26/21 7:00,699.4952778,1
4/26/21 8:00,773.3772222,1
4/26/21 9:00,707.6425,1
4/26/21 10:00,694.7438889,1
4/26/21 11:00,695.4827778,1
4/26/21 12:00,709.2891667,1
4/26/21 13:00,701.6058333,1
4/26/21 14:00,731.5911111,1
4/26/21 15:00,840.805,1
4/26/21 16:00,841.9988889,1
4/26/21 17:00,1011.871389,1
4/26/21 18:00,856.4952778,1
4/26/21 19:00,787.8761111,1
4/26/21 20:00,727.4083333,1
4/26/21 21:00,930.3572222,1
4/26/21 22:00,797.5972222,1
4/26/21 23:00,686.9608333,1
4/27/21 0:00,770.5158333,1
4/27/21 1:00,683.1369444,1
4/27/21 2:00,663.6394444,1
4/27/21 3:00,698.0511111,1
4/27/21 4:00,749.7213889,1
4/27/21 5:00,769.4205556,1
4/27/21 6:00,750.4830556,1
4/27/21 7:00,783.2322222,1
4/27/21 8:00,790.1016667,1
4/27/21 9:00,756.2791667,1
4/27/21 10:00,737.3558333,1
4/27/21 11:00,756.4388889,1
4/27/21 12:00,737.3533333,1
4/27/21 13:00,736.2586111,1
4/27/21 14:00,773.5722222,1
4/27/21 15:00,833.9858333,1
4/27/21 16:00,789.0569444,1
4/27/21 17:00,820.4997222,1
4/27/21 18:00,877.4061111,1
4/27/21 19:00,889.1577778,1
4/27/21 20:00,826.1202778,1
4/27/21 21:00,1040.661389,1
4/27/21 22:00,925.2613889,1
4/27/21 23:00,750.5322222,1
4/28/21 0:00,782.7880556,1
4/28/21 1:00,774.7075,1
4/28/21 2:00,713.3194444,1
4/28/21 3:00,752.0563889,1
4/28/21 4:00,763.2066667,1
4/28/21 5:00,771.7144444,1
4/28/21 6:00,759.31,1
4/28/21 7:00,757.7086111,1
4/28/21 8:00,765.7058333,1
